,company,summary,overall_ratings,Sentiment
6058,google,Great place to work,5.0,POSITIVE
6059,google,Good to have the experience,4.0,POSITIVE
6060,google,Experience at Google Shanghai,4.0,NEUTRAL
6061,google,Great Place to work,5.0,POSITIVE
6062,google,hard work,5.0,NEGATIVE
6063,google,Good company,5.0,POSITIVE
6064,google,Account Strategist,4.0,NEUTRAL
6065,google,Software developer intern,4.0,NEUTRAL
6066,google,Google that company,5.0,NEUTRAL
6067,google,Account Manager,5.0,NEUTRAL
6068,google,L&D Manager,4.0,NEUTRAL
6069,google,Marketing director,4.0,NEUTRAL
6070,google,Software project development,1.0,NEUTRAL
6071,google,Excellent and world class working environment with immense learning opportunities.,5.0,POSITIVE
6072,google,Great Experience,4.0,POSITIVE
6073,google,Lives up to its employee-friendly reputation,4.0,NEUTRAL
6074,google,It was very good experiance,5.0,POSITIVE
6075,google,Sales Director Google Cloud,4.0,NEUTRAL
6076,google,Sales,4.0,NEUTRAL
6077,google,I am really proud of my comp.,3.0,POSITIVE
6078,google,Cool,4.0,POSITIVE
6079,google,Great place to work,5.0,POSITIVE
6080,google,A great point of equilibrium between a large company with a diversity of interests and the agility feeling of a start-up,5.0,POSITIVE
6081,google,Avoid unless you are 23 and dazzled by free food,1.0,NEUTRAL
6082,google,Hr,3.0,NEUTRAL
6083,google,"Worth the experience, can get you spoiled",5.0,POSITIVE
6084,google,ANALYTICAL,5.0,NEUTRAL
6085,google,Good Experience,5.0,POSITIVE
6086,google,Software Engineer,4.0,NEUTRAL
6087,google,Finance,5.0,NEUTRAL
6088,google,good company,5.0,POSITIVE
6089,google,Awesome,5.0,POSITIVE
6090,google,Swiss High Tech,5.0,NEUTRAL
6091,google,Excellent Working Culture,5.0,POSITIVE
6092,google,nice,5.0,POSITIVE
6093,google,Good company,3.0,POSITIVE
6094,google,Junior. Net developer,5.0,NEUTRAL
6095,google,Software Engineer Intern,5.0,NEUTRAL
6096,google,Google Analyst,5.0,NEUTRAL
6097,google,Good place,5.0,POSITIVE
6098,google,Nice but hard,4.0,MIXED
6099,google,Mast place h,5.0,NEUTRAL
6100,google,It all depends on your manager and team,2.0,NEUTRAL
6101,google,Not as seen in movies,4.0,NEGATIVE
6102,google,Aggressively innovating company in manageable chaos,4.0,NEUTRAL
6103,google,Software Engineer,4.0,NEUTRAL
6104,google,Review,5.0,NEUTRAL
6105,google,Good,5.0,POSITIVE
6106,google,Great company,4.0,POSITIVE
6107,google,Full time SWE,4.0,NEUTRAL
6108,google,#1 Company in the World and still growing,5.0,NEUTRAL
6109,google,Like working for NASA - just check if your not the janitor,4.0,NEUTRAL
6110,google,Support Specialist,4.0,POSITIVE
6111,google,Great company,4.0,POSITIVE
6112,google,The best company I have ever worked at,5.0,POSITIVE
6113,google,Wonderful work experience,5.0,POSITIVE
6114,google,Good conditions,4.0,POSITIVE
6115,google,Shaped my mind,4.0,NEUTRAL
6116,google,Program managerGre,4.0,NEUTRAL
6117,google,,5.0,
6118,google,work experience,5.0,POSITIVE
6119,google,Great place to work,4.0,POSITIVE
6120,google,Senior SWE,5.0,NEUTRAL
6121,google,Great company to work for,4.0,POSITIVE
6122,google,Fantastic place to work,5.0,POSITIVE
6123,google,Fun enviorment,5.0,POSITIVE
6124,google,Analyst,5.0,NEUTRAL
6125,google,Great company to work for,5.0,POSITIVE
6126,google,great company,5.0,POSITIVE
6127,google,Sales office deviates from core Google culture,3.0,NEUTRAL
6128,google,Google,5.0,NEUTRAL
6129,google,Good company,4.0,POSITIVE
6130,google,Bsuiness Intern,5.0,NEUTRAL
6131,google,Google,5.0,NEUTRAL
6132,google,Great Working Environment,5.0,POSITIVE
6133,google,AWESOME,5.0,POSITIVE
6134,google,Proud to work here,5.0,POSITIVE
6135,google,Software Engineer,4.0,NEUTRAL
6136,google,Still a great place to work as an engineer,4.0,POSITIVE
6137,google,Awesome place to work,5.0,POSITIVE
6138,google,^_^,5.0,NEUTRAL
6139,google,Excellent place to work,5.0,POSITIVE
6140,google,Floor Controller,5.0,NEUTRAL
6141,google,Account Manager,4.0,NEUTRAL
6142,google,Strategy and Operations,4.0,NEUTRAL
6143,google,Trust and Safety Strategist,5.0,NEUTRAL
6144,google,Looking for a job,5.0,NEUTRAL
6145,google,"Great people, great products, poor managers",4.0,MIXED
6146,google,"Fun, challenging chaos",5.0,POSITIVE
6147,google,Great place to work,5.0,POSITIVE
6148,google,Re Google,5.0,NEUTRAL
6149,google,NIce,4.0,POSITIVE
6150,google,Work as a contractor in Google Taipei,5.0,NEUTRAL
6151,google,Google is very nice,3.0,POSITIVE
6152,google,Great place to work,5.0,POSITIVE
6153,google,Software Engineer,3.0,NEUTRAL
6154,google,Intern,5.0,NEUTRAL
6155,google,Software Engineer Intern,5.0,NEUTRAL
6156,google,Great place but not as much as responsibility,5.0,MIXED
6157,google,Great company,4.0,POSITIVE
6158,google,Definitely NOT a meritocracy,2.0,NEGATIVE
6159,google,Sales,5.0,NEUTRAL
6160,google,Great perks,5.0,POSITIVE
6161,google,Google Overview,5.0,NEUTRAL
6162,google,great,4.0,POSITIVE
6163,google,short review,5.0,NEUTRAL
6164,google,Analytical Consultant,5.0,NEUTRAL
6165,google,Program Manager,5.0,NEUTRAL
6166,google,Pre Good,4.0,POSITIVE
6167,google,Most amazing company in the world,5.0,POSITIVE
6168,google,Technical Sourcer,5.0,NEUTRAL
6169,google,Incredible experience,5.0,POSITIVE
6170,google,good,4.0,POSITIVE
6171,google,A mixed bag,3.0,NEUTRAL
6172,google,Best of the best,5.0,POSITIVE
6173,google,Great experience,4.0,POSITIVE
6174,google,"Team Lead, Operations",5.0,NEUTRAL
6175,google,Intership,5.0,NEUTRAL
6176,google,Very friendly staff that is committed to work hard,5.0,POSITIVE
6177,google,Intern Google,5.0,NEUTRAL
6178,google,Couldn't be better!,5.0,POSITIVE
6179,google,hr manager,5.0,NEUTRAL
6180,google,Great Peers but not very great management,4.0,MIXED
6181,google,Marketing at Google,5.0,NEUTRAL
6182,google,Team Lead,2.0,NEUTRAL
6183,google,Interesting place to work,4.0,POSITIVE
6184,google,Internship,5.0,NEUTRAL
6185,google,hi,5.0,NEUTRAL
6186,google,Google,5.0,NEUTRAL
6187,google,CFO,2.0,NEUTRAL
6188,google,Good company,5.0,POSITIVE
6189,google,"Loved the atmosphere, although a few simply dampened it",4.0,MIXED
6190,google,google,5.0,NEUTRAL
6191,google,Good place,5.0,POSITIVE
6192,google,Unfair Treatment,1.0,NEGATIVE
6193,google,Great company to work for if you're mature enough to handle pressure,5.0,POSITIVE
6194,google,Good company to work on,5.0,POSITIVE
6195,google,It's amazing,5.0,POSITIVE
6196,google,Brilliant people in a big company,5.0,POSITIVE
6197,google,Great experience,5.0,POSITIVE
6198,google,Best place to work!,5.0,POSITIVE
6199,google,Software Engineer,5.0,NEUTRAL
6200,google,HR Operations Specialist,4.0,NEUTRAL
6201,google,Good Search Engine,5.0,POSITIVE
6202,google,Data Analyst,5.0,NEUTRAL
6203,google,excellent,5.0,POSITIVE
6204,google,Very good,5.0,POSITIVE
6205,google,Good accounting and marketing too,4.0,POSITIVE
6206,google,Great place to work. Go Google!,5.0,POSITIVE
6207,google,Account Strategist,4.0,NEUTRAL
6208,google,Just great place to work in!,5.0,POSITIVE
6209,google,Ads Quality Evaluator,5.0,NEGATIVE
6210,google,My experience at work was economically very good,4.0,POSITIVE
6211,google,Best people to work with and culture,5.0,POSITIVE
6212,google,Pros and Cons - Just Like Any Other Big Company,3.0,MIXED
6213,google,Amazing place,5.0,POSITIVE
6214,google,Software Engineer Intern,5.0,NEUTRAL
6215,google,A company that truly cares about their people,5.0,POSITIVE
6216,google,Great cool place,4.0,POSITIVE
6217,google,Super Experience,5.0,POSITIVE
6218,google,Excellent,5.0,POSITIVE
6219,google,Intern,3.0,NEUTRAL
6220,google,Good employeer,5.0,POSITIVE
6221,google,Google,4.0,NEUTRAL
6222,google,Good environment for entry-level programmers,4.0,POSITIVE
6223,google,Perfect place for fresh grads,4.0,POSITIVE
6224,google,My review,4.0,NEUTRAL
6225,google,Working at Google,5.0,NEUTRAL
6226,google,Engineer,5.0,NEUTRAL
6227,google,Good work environment!,5.0,POSITIVE
6228,google,STRUCTURAL STEEL DETAILING,4.0,NEUTRAL
6229,google,Recruiter,4.0,NEUTRAL
6230,google,Developer,5.0,NEUTRAL
6231,google,Summer of Code,5.0,NEUTRAL
6232,google,Great experience at Google Beijing,5.0,POSITIVE
6233,google,Best company ever,5.0,POSITIVE
6234,google,Salary,4.0,NEUTRAL
6235,google,Awesome,5.0,POSITIVE
6236,google,Fantastic,5.0,POSITIVE
6237,google,Generally good,3.0,POSITIVE
6238,google,An amazing place to work,5.0,POSITIVE
6239,google,Analytical Lead,5.0,NEUTRAL
6240,google,Your typical Google review,4.0,NEUTRAL
6241,google,Good company,4.0,POSITIVE
6242,google,Review,4.0,NEUTRAL
6243,google,"Process, process, process - No evolution",3.0,NEUTRAL
6244,google,Associate Account Strategist,5.0,NEUTRAL
6245,google,big company,4.0,POSITIVE
6246,google,Still on top!,5.0,POSITIVE
6247,google,software engineer,5.0,NEUTRAL
6248,google,Evaluation,5.0,NEUTRAL
6249,google,all good,4.0,POSITIVE
6250,google,Exceptional!,5.0,POSITIVE
6251,google,Great company to work for,5.0,POSITIVE
6252,google,If you get a job offer from Google you should accept it,5.0,NEUTRAL
6253,google,Great,4.0,POSITIVE
6254,google,Great Gig,5.0,POSITIVE
6255,google,QA Engineer,4.0,NEUTRAL
6256,google,They really care about your wellbeing,4.0,POSITIVE
6257,google,good,3.0,POSITIVE
6258,google,Overall good Company,4.0,POSITIVE
6259,google,Working Experience,5.0,POSITIVE
6260,google,Recruiter,5.0,NEUTRAL
6261,google,Internship,3.0,NEUTRAL
6262,google,Awesome place to work,5.0,POSITIVE
6263,google,Software Engineer,5.0,NEUTRAL
6264,google,Senior Project Manager,5.0,NEUTRAL
6265,google,4 managers in 2 years is a bit too much,3.0,NEUTRAL
6266,google,great!!!!,3.0,POSITIVE
6267,google,Software Engineering Internship,5.0,NEUTRAL
6268,google,Great place to work!,5.0,POSITIVE
6269,google,Great place,5.0,POSITIVE
6270,google,Wipro as a vendor,5.0,NEUTRAL
6271,google,Good but better to work in another country,4.0,MIXED
6272,google,Great experience :),5.0,POSITIVE
6273,google,Great,4.0,POSITIVE
6274,google,Do you wanna good job... Then face it,3.0,NEUTRAL
6275,google,Quality Analyst,5.0,POSITIVE
6276,google,Great,5.0,POSITIVE
6277,google,Amazing,5.0,POSITIVE
6278,google,Software Engineer,5.0,NEUTRAL
6279,google,Analyst,4.0,NEUTRAL
6280,google,Overall,5.0,POSITIVE
6281,google,Sales Engineer,5.0,NEUTRAL
6282,google,good,3.0,POSITIVE
6283,google,Great :),4.0,POSITIVE
6284,google,Awesome Place to Grow and Gain!,5.0,POSITIVE
6285,google,Great if you work in Mountain View,3.0,POSITIVE
6286,google,Legal Intern,5.0,NEUTRAL
6287,google,Operations Manager,5.0,NEUTRAL
6288,google,Interesting work and great culture,5.0,POSITIVE
6289,google,@tealswan,5.0,NEUTRAL
6290,google,Google,3.0,NEUTRAL
6291,google,Senior financial analyst,5.0,NEUTRAL
6292,google,myrev,5.0,NEUTRAL
6293,google,Still great,5.0,POSITIVE
6294,google,Good,1.0,POSITIVE
6295,google,IT Analyst,5.0,NEUTRAL
6296,google,Excellent,5.0,POSITIVE
6297,google,Software Engineer Intern,5.0,NEUTRAL
6298,google,Amazing jumpstart for young and ambitious,5.0,POSITIVE
6299,google,Brand Specialist,5.0,POSITIVE
6300,google,Great working environment and collegues,5.0,POSITIVE
6301,google,"Great benefits, but job is unsatisfying",3.0,MIXED
6302,google,"Interesting place to work, let down by politics",1.0,NEUTRAL
6303,google,Account Manager,5.0,NEUTRAL
6304,google,Marketing TVC,5.0,NEUTRAL
6305,google,Growing (too?) fast,4.0,NEUTRAL
6306,google,"Great in the US, not so in Europe",3.0,POSITIVE
6307,google,As good as they say,5.0,POSITIVE
6308,google,Good Company,5.0,POSITIVE
6309,google,Associate account strategist,4.0,NEUTRAL
6310,google,don't drink the koolaid.,2.0,NEGATIVE
6311,google,Great team!,4.0,POSITIVE
6312,google,Great,5.0,POSITIVE
6313,google,good,5.0,POSITIVE
6314,google,Business Associate,4.0,NEUTRAL
6315,google,It depends !!,3.0,NEUTRAL
6316,google,good,4.0,POSITIVE
6317,google,Once you go...,5.0,NEUTRAL
6318,google,Amazing,5.0,POSITIVE
6319,google,Phenomenal place,5.0,POSITIVE
6320,google,k,2.0,NEUTRAL
6321,google,Great companyto work for!,4.0,POSITIVE
6322,google,Work Experience,3.0,POSITIVE
6323,google,I work in Google,5.0,NEUTRAL
6324,google,entry level,4.0,NEUTRAL
6325,google,Google,5.0,NEUTRAL
6326,google,good salary,4.0,POSITIVE
6327,google,Its is awesome,5.0,POSITIVE
6328,google,Strategist,4.0,NEUTRAL
6329,google,Team Manager,3.0,NEUTRAL
6330,google,Work Culture,4.0,NEUTRAL
6331,google,The best!,5.0,POSITIVE
6332,google,Software Engineer,5.0,NEUTRAL
6333,google,"Former SQE/PQO, Current Trust and Safety @Google Ireland",5.0,NEUTRAL
6334,google,GOOD,3.0,POSITIVE
6335,google,Google is better than any other company,5.0,POSITIVE
6336,google,Amazing Culture,5.0,POSITIVE
6337,google,"awsome work culture, no politics, everything is fine there u can join",5.0,POSITIVE
6338,google,Good company,4.0,POSITIVE
6339,google,Google programmer,5.0,NEUTRAL
6340,google,Great place to work,5.0,POSITIVE
6341,google,"Good salary and benefits, but no opportunities for growth unless you are in the US.",3.0,MIXED
6342,google,Great company,5.0,POSITIVE
6343,google,Associate,5.0,NEUTRAL
6344,google,SALARY,3.0,NEUTRAL
6345,google,Outsourcing Project Manager,4.0,NEUTRAL
6346,google,Good,5.0,POSITIVE
6347,google,"Great place to work as expected, but also very much a cooporate",5.0,POSITIVE
6348,google,Great experience but set your personal objectives,5.0,POSITIVE
6349,google,Average,3.0,NEUTRAL
6350,google,Software Engineer,5.0,NEUTRAL
6351,google,Senior Software Manager,5.0,NEUTRAL
6352,google,Diverse,5.0,NEUTRAL
6353,google,Too much Politics and Bad Management,1.0,NEGATIVE
6354,google,Best place to work,5.0,POSITIVE
6355,google,"Trying their best to keep us, but...",4.0,NEUTRAL
6356,google,Big company,4.0,POSITIVE
6357,google,Still an amazing company to work for,5.0,POSITIVE
6358,google,Head of industry,5.0,NEUTRAL
6359,google,SWE Intern,4.0,NEUTRAL
6360,google,Senior QA Analyst,5.0,NEUTRAL
6361,google,Great employer in great city,5.0,POSITIVE
6362,google,Amazing workplace,5.0,POSITIVE
6363,google,Great place to work,5.0,POSITIVE
6364,google,Product Marketing Manager,4.0,NEUTRAL
6365,google,Good internship,3.0,POSITIVE
6366,google,My review,4.0,NEUTRAL
6367,google,Local Data Evaluator,2.0,NEUTRAL
6368,google,Still great experience,5.0,POSITIVE
6369,google,Account strategist,5.0,NEUTRAL
6370,google,-,4.0,NEUTRAL
6371,google,People & Operations Managment,5.0,NEUTRAL
6372,google,PMM,5.0,NEUTRAL
6373,google,Google can be boring,4.0,NEGATIVE
6374,google,Selected for GSoC 2016,5.0,NEUTRAL
6375,google,"Fast, Innovative, Challenging. What you need.",4.0,POSITIVE
6376,google,Great place to learn,4.0,POSITIVE
6377,google,Great company,5.0,POSITIVE
6378,google,Good place to work,4.0,POSITIVE
6379,google,Great company,5.0,POSITIVE
6380,google,Google,5.0,NEUTRAL
6381,google,Amazing,5.0,POSITIVE
6382,google,APAC Customer care,5.0,NEUTRAL
6383,google,Good,3.0,POSITIVE
6384,google,MBA summer intern,5.0,NEUTRAL
6385,google,Great in overall.,4.0,POSITIVE
6386,google,Great company!,5.0,POSITIVE
6387,google,Strategist,5.0,NEUTRAL
6388,google,materials scientist,5.0,NEUTRAL
6389,google,Good,5.0,POSITIVE
6390,google,awesome Technologies going to be upgraded in market,4.0,POSITIVE
6391,google,Great employer,5.0,POSITIVE
6392,google,past employee,3.0,NEUTRAL
6393,google,Overall,5.0,POSITIVE
6394,google,Google,5.0,NEUTRAL
6395,google,"Great company to work for, but it's not without its flaws",5.0,POSITIVE
6396,google,Legal Assistant,5.0,NEUTRAL
6397,google,Account Strategist,4.0,NEUTRAL
6398,google,awesome experience,4.0,POSITIVE
6399,google,good for interns,5.0,POSITIVE
6400,google,Very Good Experience,5.0,POSITIVE
6401,google,Great Place to work!,5.0,POSITIVE
6402,google,"Used to be great, unfortunately became mediocre",3.0,NEGATIVE
6403,google,Great internship experience,5.0,POSITIVE
6404,google,Poisitve revew,4.0,NEUTRAL
6405,google,Google,4.0,NEUTRAL
6406,google,Senior Account Manager,5.0,NEUTRAL
6407,google,"Perks get old, but good if you like to get comfortable",4.0,MIXED
6408,google,"Great place, getting big",4.0,POSITIVE
6409,google,Adwords Sales Manager,5.0,NEUTRAL
6410,google,"Great culture, smart colleagues",5.0,POSITIVE
6411,google,Account Strategist,3.0,NEUTRAL
6412,google,Great workplace,5.0,POSITIVE
6413,google,Advertising online Strategist,5.0,NEUTRAL
6414,google,Trust & Safety Analyst,5.0,NEUTRAL
6415,google,Easy but boring,3.0,MIXED
6416,google,Online Sales Account Manager,5.0,NEUTRAL
6417,google,nice,5.0,POSITIVE
6418,google,"Great, but becoming more bureaucratic",4.0,MIXED
6419,google,A good place to start and learn lots,3.0,POSITIVE
6420,google,Software Engineer,5.0,NEUTRAL
6421,google,Global process manager,3.0,NEUTRAL
6422,google,Fast Paced Environment,4.0,POSITIVE
6423,google,Sale Manager,5.0,NEUTRAL
6424,google,Working at Google,4.0,NEUTRAL
6425,google,engineer,3.0,NEUTRAL
6426,google,Digital Marketing Manager,5.0,NEUTRAL
6427,google,Great place to work,4.0,POSITIVE
6428,google,Android Developer,3.0,NEUTRAL
6429,google,C++ Developer,4.0,NEUTRAL
6430,google,Excellent Experience,4.0,POSITIVE
6431,google,Good Company,4.0,POSITIVE
6432,google,Great place for software engineers,5.0,POSITIVE
6433,google,Inspiring culture with smart peers,5.0,POSITIVE
6434,google,"Remarkable company, corporate structures sucked",2.0,POSITIVE
6435,google,Great Competitive Workplace,4.0,POSITIVE
6436,google,Great experience,5.0,POSITIVE
6437,google,Glass ceiling unless you have political allegiances in there,3.0,NEUTRAL
6438,google,Great Place to Work,4.0,POSITIVE
6439,google,Great employer,5.0,POSITIVE
6440,google,Good,5.0,POSITIVE
6441,google,Great place to work,5.0,POSITIVE
6442,google,Software Engineer,4.0,NEUTRAL
6443,google,Great company where you can make a difference,5.0,POSITIVE
6444,google,good,4.0,POSITIVE
6445,google,"Good company, but too much bureaucracy and hard promotions",3.0,MIXED
6446,google,"Good Culture & Salary, Boring Jobs",3.0,NEGATIVE
6447,google,HR Manager,3.0,NEUTRAL
6448,google,Review on Google',5.0,NEUTRAL
6449,google,Fantastic Internship,5.0,POSITIVE
6450,google,nice,5.0,POSITIVE
6451,google,Great Company,4.0,POSITIVE
6452,google,google,1.0,NEUTRAL
6453,google,Graphic Designer,5.0,NEUTRAL
6454,google,Great Place to work,5.0,POSITIVE
6455,google,Amazing experience at all,5.0,POSITIVE
6456,google,Great opportunities and best school to learn!,5.0,POSITIVE
6457,google,Software Engineer,5.0,NEUTRAL
6458,google,good firm to learn the things,5.0,POSITIVE
6459,google,Great benefits but you're on your own,3.0,POSITIVE
6460,google,Great company,5.0,POSITIVE
6461,google,industry analyst,5.0,NEUTRAL
6462,google,Content Quality Manager,4.0,POSITIVE
6463,google,Very good experience from a Long Time,5.0,POSITIVE
6464,google,Account Manager,5.0,NEUTRAL
6465,google,Software Engineer,5.0,NEUTRAL
6466,google,As good as it gets for such a big company,5.0,POSITIVE
6467,google,Pros and Cons,5.0,POSITIVE
6468,google,Industry Head,4.0,NEUTRAL
6469,google,Sales Lead,4.0,NEUTRAL
6470,google,Good,4.0,POSITIVE
6471,google,Google,2.0,NEUTRAL
6472,google,Great opportunity,5.0,POSITIVE
6473,google,"Great as a first experience, bad mid-stage career move",2.0,MIXED
6474,google,Best company in the world,5.0,POSITIVE
6475,google,Good,5.0,POSITIVE
6476,google,great,5.0,POSITIVE
6477,google,Engineer Review,4.0,NEUTRAL
6478,google,Google GIS process,4.0,NEUTRAL
6479,google,Great place to work,5.0,POSITIVE
6480,google,Great place to work,5.0,POSITIVE
6481,google,Amazing company,5.0,POSITIVE
6482,google,Software Engineer,5.0,NEUTRAL
6483,google,Best place to work,5.0,POSITIVE
6484,google,Account Manager,5.0,NEUTRAL
6485,google,SDE,4.0,NEUTRAL
6486,google,Great Company but is not the only great company in the World AdWords,4.0,MIXED
6487,google,Software Engineer,5.0,NEUTRAL
6488,google,Engineering Practicum Intern,5.0,NEUTRAL
6489,google,Glad Working Experience,4.0,POSITIVE
6490,google,Excellent,5.0,POSITIVE
6491,google,Advisor,4.0,NEUTRAL
6492,google,general,4.0,NEUTRAL
6493,google,"Wonderful experience, very good work life balance.",5.0,POSITIVE
6494,google,Good,5.0,POSITIVE
6495,google,review,5.0,NEUTRAL
6496,google,Fabulos company to join!,5.0,POSITIVE
6497,google,Goog job goid money,4.0,POSITIVE
6498,google,Amazing place to work,5.0,POSITIVE
6499,google,Consultant Position,5.0,NEUTRAL
6500,google,"Google is great, but don't stick for too long if you ambitious",5.0,MIXED
6501,google,great company,4.0,POSITIVE
6502,google,Great,4.0,POSITIVE
6503,google,Great company,5.0,POSITIVE
6504,google,Good,5.0,POSITIVE
6505,google,Great place,4.0,POSITIVE
6506,google,Good but don't buy into the myth,3.0,MIXED
6507,google,Sales Development Rep - Contractor,4.0,NEUTRAL
6508,google,Business Intern,5.0,NEUTRAL
6509,google,Great environment!,4.0,POSITIVE
6510,google,Google,5.0,NEUTRAL
6511,google,Online Advertising Specialist,5.0,NEUTRAL
6512,google,best place to work,3.0,POSITIVE
6513,google,Google Africa,4.0,NEUTRAL
6514,google,Great!,5.0,POSITIVE
6515,google,Great place to work,5.0,POSITIVE
6516,google,"Channels Sales Lead, Google for Work, India",5.0,NEUTRAL
6517,google,Best in the world,5.0,POSITIVE
6518,google,Associate Account Strategist,5.0,NEUTRAL
6519,google,advertising on google maps,5.0,NEUTRAL
6520,google,"Great place to work, excellent perks",5.0,POSITIVE
6521,google,Amazing,5.0,POSITIVE
6522,google,Great place to work with some cons,5.0,POSITIVE
6523,google,Business Manager,5.0,NEUTRAL
6524,google,Good,5.0,POSITIVE
6525,google,Google,5.0,NEUTRAL
6526,google,Google Salary,5.0,NEUTRAL
6527,google,Geat,5.0,POSITIVE
6528,google,Meaningful work,5.0,POSITIVE
6529,google,Google,5.0,NEUTRAL
6530,google,gis analyst,5.0,NEUTRAL
6531,google,Good place for future career in tech industry,5.0,POSITIVE
6532,google,Google - Utopian or Dystopian? Just Another Big Company,3.0,NEUTRAL
6533,google,Good ST Experience,4.0,POSITIVE
6534,google,Time on Google Comms Team,3.0,NEUTRAL
6535,google,Amazing!,5.0,POSITIVE
6536,google,Google SWE 2 TLV,5.0,NEUTRAL
6537,google,Good experiences but don't get into all perks,4.0,MIXED
6538,google,Community Manager,5.0,NEUTRAL
6539,google,fresher,5.0,POSITIVE
6540,google,Communications,4.0,NEUTRAL
6541,google,Software Engineer,4.0,NEUTRAL
6542,google,Best place I have ever worked at,4.0,POSITIVE
6543,google,Java Developer,5.0,NEUTRAL
6544,google,It was great,4.0,POSITIVE
6545,google,Country manager,5.0,NEUTRAL
6546,google,-,5.0,NEUTRAL
6547,google,EMEA Business Associate Program,5.0,NEUTRAL
6548,google,best place to work,5.0,POSITIVE
6549,google,Great,5.0,POSITIVE
6550,google,Game-changing company,4.0,NEUTRAL
6551,google,Good,3.0,POSITIVE
6552,google,Life,4.0,NEUTRAL
6553,google,Product Marketing Manager,2.0,NEUTRAL
6554,google,review,5.0,NEUTRAL
6555,google,Senior Manager,5.0,NEUTRAL
6556,google,Great atmosphere,4.0,POSITIVE
6557,google,Great Company Horrible Management.,5.0,NEGATIVE
6558,google,Awesome,5.0,POSITIVE
6559,google,Overall a mediocre experience,3.0,NEGATIVE
6560,google,Web developer,5.0,NEUTRAL
6561,google,Account Manager,5.0,NEUTRAL
6562,google,Life at Google,5.0,NEUTRAL
6563,google,"Top employer, but nothing is perfect!",5.0,POSITIVE
6564,google,great working place,5.0,POSITIVE
6565,google,Star company,5.0,POSITIVE
6566,google,great place to work!,5.0,POSITIVE
6567,google,Pros and cons,4.0,POSITIVE
6568,google,My Experience at Google as SWE Intern,4.0,NEUTRAL
6569,google,Not a great time,1.0,NEGATIVE
6570,google,Amazing Company to work for,5.0,POSITIVE
6571,google,Great Company,5.0,POSITIVE
6572,google,Stop with the Middle manager,3.0,NEGATIVE
6573,google,Good job,3.0,POSITIVE
6574,google,Best place to work in the world,5.0,POSITIVE
6575,google,"great place to work, but limited career options",5.0,MIXED
6576,google,software,4.0,NEUTRAL
6577,google,Great but big,5.0,POSITIVE
6578,google,Account Manager,3.0,NEUTRAL
6579,google,Amazing company to work at,5.0,POSITIVE
6580,google,AdWords Account Associate,4.0,NEUTRAL
6581,google,amazing,5.0,POSITIVE
6582,google,data analyst,4.0,NEUTRAL
6583,google,Hyderabad,5.0,NEUTRAL
6584,google,"Great for Engineers, less so for other areas of the business",3.0,POSITIVE
6585,google,Great Place to Work,4.0,POSITIVE
6586,google,data specialist,5.0,NEUTRAL
6587,google,Google company is the best place work.,4.0,POSITIVE
6588,google,Awesome!,5.0,POSITIVE
6589,google,Amazing Employer,5.0,POSITIVE
6590,google,HR,5.0,NEUTRAL
6591,google,Product Marketing Manager,4.0,NEUTRAL
6592,google,AdWords Strategist,4.0,NEUTRAL
6593,google,Google is a great place to work,5.0,POSITIVE
6594,google,Awesome company,4.0,POSITIVE
6595,google,as imagined !,5.0,NEUTRAL
6596,google,Technical Account Manager,5.0,NEUTRAL
6597,google,ABC,5.0,NEUTRAL
6598,google,Review,3.0,NEUTRAL
6599,google,Google !!,5.0,NEUTRAL
6600,google,Org Review,4.0,NEUTRAL
6601,google,Superb,5.0,POSITIVE
6602,google,"Enterprise Sales Manager, Google",5.0,NEUTRAL
6603,google,Head of Consumer Marketing,5.0,NEUTRAL
6604,google,Great place to work,4.0,POSITIVE
6605,google,Best best,5.0,POSITIVE
6606,google,Business Associate Intern review,5.0,NEUTRAL
6607,google,Engineer,5.0,NEUTRAL
6608,google,Good Perks and Good eats,4.0,POSITIVE
6609,google,Nice company,4.0,POSITIVE
6610,google,Fantastic culture,5.0,POSITIVE
6611,google,Great place to work,5.0,POSITIVE
6612,google,SE,5.0,NEUTRAL
6613,google,Best employer ever,5.0,POSITIVE
6614,google,"One of the best places to work, as it is already known to be!",5.0,POSITIVE
6615,google,Great company to work for,3.0,POSITIVE
6616,google,Google is the nicest BIG company to work for.,4.0,POSITIVE
6617,google,Good work and life balance,5.0,POSITIVE
6618,google,Great place to work,5.0,POSITIVE
6619,google,Analyst at Google Maps,5.0,NEUTRAL
6620,google,It's Google....,5.0,NEUTRAL
6621,google,awesome,5.0,POSITIVE
6622,google,Software Engineering Intern,4.0,NEUTRAL
6623,google,Excellent employer!,4.0,POSITIVE
6624,google,Nothing better out there,5.0,NEGATIVE
6625,google,Industry Manager,2.0,NEUTRAL
6626,google,SEO Algorithm Designer,5.0,NEUTRAL
6627,google,Losing its culture,4.0,NEGATIVE
6628,google,Strategic Partner Manager,5.0,NEUTRAL
6629,google,The average salary,5.0,NEUTRAL
6630,google,Intern,3.0,NEUTRAL
6631,google,Great work-life balance,5.0,POSITIVE
6632,google,Nice Company to work for,5.0,POSITIVE
6633,google,Great Place to Work in BR,5.0,POSITIVE
6634,google,Great Company Great Culture,5.0,POSITIVE
6635,google,Fresher jobs,4.0,POSITIVE
6636,google,Google,4.0,NEUTRAL
6637,google,Great employer,5.0,POSITIVE
