time,attempt_suicide,gender,sexuallity,age,income,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,depressed,what_help_from_others,employment,job_title,edu_level,improve_yourself_how
5/18/2016 16:10:52,No,Male,Straight,24,$0,White non-Hispanic,Underweight,Yes,No,No,2,Yes,Yes,I don't want help,Unable to work,/,"Some college, no degree","Therapy, Other exercise"
5/18/2016 16:16:17,No,Male,Straight,21,$0,indian,Overweight,Yes,No,No,0,No,Yes,I don't want help,A student,student,"Some college, no degree","Joined a gym/go to the gym, Other exercise"
5/18/2016 16:26:15,No,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Overweight,No,No,Yes but I haven't,4,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",A student,Gardener/Student,"Some high school, no diploma","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 16:30:50,No,Male,Straight,23,$0,White non-Hispanic,Normal weight,No,No,No,20,No,No,I don't want help,Out of work and looking for work,unemployed,Bachelor?€?s degree,None
5/18/2016 16:45:55,No,Male,Straight,29,"$20,000 to $29,999",Asian,Overweight,No,No,No,0,Yes,Yes,Set me up with a date,Employed for wages,cook,"Some high school, no diploma",None
5/18/2016 16:54:02,No,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,12,No,Yes,I don't want help,Self-employed,Entrepreneur,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 17:06:18,No,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,20,Yes,No,I don't want help,A student,student,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 17:21:23,No,Male,Straight,21,$0,White non-Hispanic,Underweight,Yes,No,No,2,Yes,Yes,I don't want help,Out of work and looking for work,No Job,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 17:23:36,No,Male,Straight,18,$0,Asian,Normal weight,Yes,No,No,8,No,No,wingman/wingwoman,A student,Student ,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 17:26:15,No,Male,Straight,20,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,10,No,Yes,"Set me up with a date, date coaching",Military,.,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 17:35:04,Yes,Male,Straight,39,"$30,000 to $39,999",Asian,Normal weight,No,No,Yes but I haven't,10,No,No,date coaching,Employed for wages,Cst analyst,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 17:38:45,No,Male,Straight,30,"$75,000 to $99,999",Multi,Normal weight,No,No,Yes and I have,15,No,No,I don't want help,Employed for wages,Engineer,Master?€?s degree,Joined a gym/go to the gym
5/18/2016 17:41:25,No,Male,Bisexual,19,$0,White non-Hispanic,Overweight,Yes,No,No,1,Yes,Yes,I don't want help,Out of work and looking for work,Artist,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 17:50:03,No,Male,Straight,19,$0,White non-Hispanic,Normal weight,Yes,No,No,20,No,Yes,I don't want help,A student,Student,"Some college, no degree",None
5/18/2016 18:11:01,No,Male,Straight,26,"$50,000 to $74,999",Asian,Normal weight,No,No,No,60,No,No,I don't want help,Employed for wages,Research Associate,Bachelor?€?s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 18:19:32,No,Male,Straight,22,"$50,000 to $74,999",White non-Hispanic,Obese,Yes,No,No,600,No,No,I don't want help,Employed for wages,Insurance agent. ,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 18:22:30,No,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,I don't want help,Employed for wages,mechanic,Trade/technical/vocational training,None
5/18/2016 18:29:58,Yes,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,Yes,I don't want help,Self-employed,Programmer,"Some high school, no diploma",Other exercise
5/18/2016 18:31:55,No,Male,Straight,15,$0,Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,5,No,Yes,wingman/wingwoman,Unable to work,student,"Some high school, no diploma","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 18:32:30,Yes,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Underweight,Yes,Yes,No,1,Yes,Yes,i lost faith and hope,A student,student?,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 18:44:01,No,Male,Straight,26,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,No,1,Yes,Yes,I don't want help,Employed for wages,Sales Associate,Bachelor?€?s degree,None
5/18/2016 18:53:06,No,Male,Straight,30,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,Yes and I have,5,No,No,I don't want help,Employed for wages,Teacher,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 18:54:31,Yes,Male,Straight,38,"$50,000 to $74,999",White non-Hispanic,Overweight,No,No,Yes but I haven't,7,Yes,Yes,I don't want help,Employed for wages,System Administrator,Trade/technical/vocational training,None
5/18/2016 18:55:04,No,Male,Straight,22,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,No,No,10,Yes,Yes,I don't want help,Employed for wages,Manager,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 19:02:22,No,Female,Straight,20,"$50,000 to $74,999",Black,Normal weight,Yes,No,No,2,Yes,No,I don't want help,A student,Web desihner,Bachelor?€?s degree,None
5/18/2016 19:02:28,No,Male,Straight,24,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching, Any help",Self-employed,Language teacher,"Some high school, no diploma",None
5/18/2016 19:10:28,No,Male,Straight,31,$0,White non-Hispanic,Normal weight,Yes,Yes,No,30,No,No,I don't want help,Out of work but not currently looking for work,none,Master?€?s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 19:11:07,No,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,20,Yes,Yes,I don't want help,A student,Student,"Some college, no degree",Other exercise
5/18/2016 19:11:37,No,Male,Straight,21,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,2,Yes,No,"I don't want help, kill me",Out of work and looking for work,none,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 19:36:46,No,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,No,3,Yes,Yes,I don't want help,A student,none,"Some college, no degree",None
5/18/2016 19:55:31,No,Male,Straight,20,$0,White non-Hispanic,Normal weight,Yes,No,No,5,Yes,No,"wingman/wingwoman, Set me up with a date",Military,Student,Associate degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 19:59:35,No,Female,Straight,27,"$30,000 to $39,999",Hispanic (of any race),Normal weight,Yes,No,No,3,No,No,I don't want help,Employed for wages,Sales manager,Bachelor?€?s degree,Joined a gym/go to the gym
5/18/2016 20:21:12,No,Male,Straight,30,$0,White non-Hispanic,Obese,Yes,No,No,0,No,No,I don't want help,A student,none,"Some college, no degree",None
5/18/2016 20:27:47,Yes,Male,Straight,23,$0,Asian,Overweight,No,No,Yes but I haven't,4,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,jpo;,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 20:42:15,No,Male,Straight,25,"$1 to $10,000",Native American mix,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,I don't want help,Employed for wages,Janitor,"High school graduate, diploma or the equivalent (for example: GED)",Lose weight
5/18/2016 22:12:35,No,Female,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,0.2,No,No,Set me up with a date,A student,None,Master?€?s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 22:25:37,No,Male,Straight,20,$0,White non-Hispanic,Normal weight,Yes,Yes,No,6,Yes,Yes,"wingman/wingwoman, Set me up with a date",A student,student,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy"
5/18/2016 22:44:29,No,Female,Straight,24,"$30,000 to $39,999",Hispanic (of any race),Overweight,No,No,No,10,No,Yes,date coaching,Self-employed,Data and development,Bachelor?€?s degree,"Other exercise, Hair, makeup, clothing"
5/18/2016 22:47:23,No,Male,Straight,19,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,10,No,Yes,Set me up with a date,A student,Not working ,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 22:51:34,Yes,Female,Bisexual,21,$0,Hispanic (of any race),Overweight,No,No,Yes but I haven't,2,No,No,"wingman/wingwoman, Set me up with a date, date coaching",A student,Student,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 23:00:50,No,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,5,No,No,I don't want help,Employed for wages,Cashier,"Some college, no degree",None
5/18/2016 23:21:49,Yes,Female,Bisexual,23,"$10,000 to $19,999",Black,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,Out of work and looking for work,Clerk,Master?€?s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 23:37:23,No,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",Self-employed,Graphic designer,Associate degree,Other exercise
5/18/2016 23:46:31,No,Male,Straight,18,$0,White non-Hispanic,Overweight,Yes,Yes,No,5,Yes,Yes,Emotional support,A student,Student,"Some high school, no diploma",join clubs/socual clubs/meet ups
5/18/2016 23:56:57,No,Female,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,Yes,Yes,Set me up with a date,A student,student,"Some college, no degree",Other exercise
5/19/2016 0:13:35,No,Male,Straight,23,"$40,000 to $49,999",White non-Hispanic,Normal weight,No,Yes,No,0,No,No,I don't want help,Employed for wages,---,Bachelor?€?s degree,"Joined a gym/go to the gym, Other exercise"
5/19/2016 0:51:23,No,Female,Bisexual,21,$0,Asian,Normal weight,No,No,No,0,Yes,Yes,Set me up with a date,A student,student,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/19/2016 0:57:15,No,Male,Straight,18,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,No,No,5,Yes,Yes,I don't want help,A student,Lawm Maintenance,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 1:25:38,No,Female,Bisexual,20,$0,White non-Hispanic,Normal weight,Yes,No,No,15,Yes,Yes,I don't want help,A student,University Student,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/19/2016 1:27:00,Yes,Male,Straight,20,"$1 to $10,000",Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,4,Yes,Yes,I don't want help,A student,Retail ,"Some college, no degree",Other exercise
5/19/2016 3:32:05,Yes,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,3,No,Yes,I don't want help,Out of work and looking for work,Unemployed,"Some college, no degree","Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 4:55:27,No,Male,Straight,25,$0,White non-Hispanic,Normal weight,No,Yes,Yes and I have,0,No,Yes,I don't want help,A student,college,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise"
5/19/2016 5:07:20,No,Male,Straight,24,$0,White non-Hispanic,Normal weight,No,Yes,Yes and I have,0,Yes,Yes,Set me up with a date,Out of work and looking for work,,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 6:20:12,No,Female,Bisexual,20,$0,White non-Hispanic,Obese,Yes,No,No,1,Yes,Yes,just more friends/greater social life in general tbh,A student,undergraduate,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/19/2016 6:59:37,No,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,5,No,No,Set me up with a date,Out of work and looking for work,Student,Trade/technical/vocational training,"Cosmetic survey, Joined a gym/go to the gym, Other exercise"
5/19/2016 7:50:46,No,Male,Gay/Lesbian,21,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,3,Yes,Yes,I don't want help,Employed for wages,Sales clerk,"Some college, no degree","Therapy, Other exercise"
5/19/2016 8:46:30,No,Male,Straight,39,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,No,5,Yes,No,I don't want help,Employed for wages,Admin assistant,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/19/2016 9:03:32,No,Male,Straight,20,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,Yes,Yes and I have,1,Yes,Yes,I don't want help,Employed for wages,Shit kicker,"Some high school, no diploma",Joined a gym/go to the gym
5/19/2016 9:39:41,Yes,Female,Straight,23,"$40,000 to $49,999",Asian,Normal weight,No,No,No,5,Yes,Yes,I don't want help,Out of work and looking for work,Accountant,Bachelor?€?s degree,Joined a gym/go to the gym
5/19/2016 15:17:48,Yes,Male,Straight,30,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,0,No,Yes,I don't want help,Employed for wages,postman,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 15:29:02,No,Male,Straight,25,"$20,000 to $29,999",Asian,Overweight,Yes,Yes,No,7,No,No,Set me up with a date,Employed for wages,stocker,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/19/2016 16:31:02,No,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,2,Yes,No,I don't want help,Out of work but not currently looking for work,out of work,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 17:21:19,No,Male,Straight,19,$0,White non-Hispanic,Overweight,Yes,No,No,4,No,No,"wingman/wingwoman, Set me up with a date, date coaching",A student,Student,"Some college, no degree",None
5/19/2016 17:24:06,No,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,20,Yes,No,I don't want help,A student,Student ,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/19/2016 18:41:27,No,Male,Straight,23,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,7,Yes,Yes,I don't want help,Out of work but not currently looking for work,Developer,Bachelor?€?s degree,None
5/19/2016 19:11:55,Yes,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Obese,Yes,No,No,4,Yes,Yes,Set me up with a date,Employed for wages,Stocker,"Some college, no degree",None
5/19/2016 19:36:15,No,Male,Straight,18,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,6,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Waiter,"Some high school, no diploma",Other exercise
5/19/2016 19:38:25,No,Male,Straight,21,$0,North African,Normal weight,Yes,No,No,0,Yes,Yes,Teach me how to talk to people,A student,Finance student,Master?€?s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 20:03:19,Yes,Female,Bisexual,30,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,2,No,Yes,"I don't want help, More general stuff",Employed for wages,Not telling,Bachelor?€?s degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups, Fashion makeup personality etc"
5/19/2016 22:48:05,No,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,No,No,I don't want help,Out of work and looking for work,tutor,Associate degree,Joined a gym/go to the gym
5/20/2016 0:02:59,No,Male,Bisexual,21,$0,Asian,Normal weight,Yes,Yes,No,3,No,Yes,I don't want help,Out of work and looking for work,Unemployed,"Some college, no degree",Other exercise
5/20/2016 3:06:30,No,Male,Straight,14,$0,Half Asian half white,Normal weight,Yes,No,Yes but I haven't,1,Yes,Yes,I don't want help,A student,,"Some high school, no diploma","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/20/2016 10:38:33,No,Male,Straight,22,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1,Yes,Yes,date coaching,Out of work but not currently looking for work,,Trade/technical/vocational training,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/20/2016 13:20:21,No,Male,Straight,33,"$40,000 to $49,999",White non-Hispanic,Overweight,No,No,Yes but I haven't,1,Yes,Yes,Set me up with a date,Employed for wages,Consultant,"Some college, no degree",Losing weight through better diet. No exercise yet. 
5/20/2016 14:14:30,No,Male,Straight,24,"$50,000 to $74,999",Asian,Normal weight,Yes,Yes,No,13,Yes,Yes,"wingman/wingwoman, date coaching",Employed for wages,analyst,Bachelor?€?s degree,Other exercise
5/20/2016 19:04:39,No,Male,Straight,17,$0,White non-Hispanic,Normal weight,Yes,No,No,5,Yes,No,"Set me up with a date, date coaching",A student,Student ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/21/2016 1:09:01,No,Male,Bisexual,28,"$20,000 to $29,999",White non-Hispanic,Obese,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,Employed for wages,Carer,"High school graduate, diploma or the equivalent (for example: GED)",None
5/21/2016 4:55:48,No,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,Set me up with a date,A student,I'm a student ,"Some high school, no diploma",Changed my hairstyle and lost weight 
5/21/2016 5:39:46,No,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,1,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",A student,none,"Some high school, no diploma","Cosmetic survey, Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/21/2016 6:11:46,No,Male,Straight,27,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,2,Yes,Yes,I don't want help,Out of work but not currently looking for work,na,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/21/2016 9:40:35,No,Male,Straight,18,$0,Asian,Underweight,Yes,No,No,7,No,Yes,"wingman/wingwoman, Set me up with a date",A student,student,"Some college, no degree",None
5/21/2016 15:29:09,No,Male,Straight,48,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Self-employed,real estate,Master?€?s degree,"Joined a gym/go to the gym, Other exercise, go to bars"
5/21/2016 18:00:49,No,Male,Straight,29,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,Yes,No,40,Yes,Yes,I don't want help,Employed for wages,Operations executive,Bachelor?€?s degree,Other exercise
5/22/2016 2:29:36,No,Male,Straight,20,"$1 to $10,000",Asian,Underweight,Yes,No,Yes but I haven't,2,No,No,"Set me up with a date, date coaching",A student,Student,Bachelor?€?s degree,join clubs/socual clubs/meet ups
5/22/2016 12:38:59,No,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,law (enforcement) officer,"High school graduate, diploma or the equivalent (for example: GED)",None
5/22/2016 12:43:15,No,Male,Straight,20,$0,White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,Nothing,"Some college, no degree",None
5/22/2016 12:43:20,No,Male,Straight,20,$0,White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,Nothing,"Some college, no degree",None
5/22/2016 12:44:48,No,Male,Straight,18,$0,White non-Hispanic,Overweight,Yes,No,No,30,No,No,I don't want help,A student,nothing,"Some high school, no diploma",None
5/22/2016 12:45:39,No,Male,Straight,19,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1,Yes,No,I don't want help,A student,none,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise"
5/22/2016 13:11:35,No,Female,Straight,25,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,8,No,No,I don't want help,Employed for wages,Cashier,"Some college, no degree",Joined a gym/go to the gym
5/22/2016 13:39:57,No,Male,Straight,25,"$50,000 to $74,999",Mixed,Normal weight,No,No,No,12,No,No,I don't want help,Employed for wages,Consultant,Master?€?s degree,Other exercise
5/22/2016 13:55:14,Yes,Male,Bisexual,21,$0,White non-Hispanic,Underweight,Yes,No,No,0,No,Yes,I don't know,A student,no job,"Some college, no degree","work out at home, eat more"
5/22/2016 14:01:36,No,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,No,6,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,Student employee,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/22/2016 14:04:52,Yes,Female,Straight,23,"$20,000 to $29,999",Black,Overweight,No,No,No,15,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Usher ,"Some college, no degree",None
5/22/2016 14:12:23,No,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1,No,No,"wingman/wingwoman, Set me up with a date",Employed for wages,Part time paperboy,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/22/2016 14:16:06,No,Male,Straight,42,"$200,000 or more",White non-Hispanic,Overweight,Yes,No,No,0,No,No,I don't want help,Employed for wages,Principal Software Engineer,"Some college, no degree",Non-physical forms of improvement
5/22/2016 14:22:12,No,Male,Straight,32,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,5,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,j,"High school graduate, diploma or the equivalent (for example: GED)",join clubs/socual clubs/meet ups
5/22/2016 15:00:49,No,Male,Straight,21,"$10,000 to $19,999",White non-Hispanic,Overweight,No,No,No,2,Yes,Yes,I don't want help,A student,business representative (have in mind that I am from Poland),"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise"
5/22/2016 15:04:05,No,Male,Straight,21,"$1 to $10,000",Black,Normal weight,Yes,No,No,0,Yes,Yes,"wingman/wingwoman, Set me up with a date",A student,student,"Some high school, no diploma",Therapy
5/22/2016 15:12:32,No,Female,Bisexual,21,$0,Hispanic (of any race),Normal weight,Yes,No,No,3,Yes,Yes,I don't want help,A student,None,Bachelor?€?s degree,Therapy
5/22/2016 15:15:11,No,Male,Straight,16,$0,Hispanic (of any race),Normal weight,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,Out of work but not currently looking for work,no,"Some high school, no diploma","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise"
5/22/2016 15:18:26,Yes,Male,Straight,38,"$125,000 to $149,999",White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,I used to want all of those things. Now it is too late for any of them to make a difference.,Employed for wages,Software Engineer,Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/22/2016 15:32:28,Yes,Female,Gay/Lesbian,20,$0,White non-Hispanic,Normal weight,No,Yes,No,2,No,No,I don't want help,A student,Student (comp sci),Bachelor?€?s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/22/2016 15:54:14,No,Male,Straight,24,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,5,Yes,No,I don't want help,Employed for wages,production engineer,Master?€?s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/22/2016 16:05:06,No,Male,Straight,22,$0,White non-Hispanic,Overweight,No,Yes,Yes and I have,2,No,No,I don't want help,A student,none,"Some college, no degree",None
5/22/2016 16:14:04,No,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,5,Yes,Yes,wingman/wingwoman,A student,student,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/22/2016 16:36:17,No,Male,Straight,18,$0,White non-Hispanic,Underweight,Yes,No,No,12,Yes,Yes,I don't want help,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/22/2016 16:44:22,No,Male,Straight,23,"$40,000 to $49,999",Asian,Normal weight,Yes,No,Yes but I haven't,4,No,No,"wingman/wingwoman, Set me up with a date, invite me to shit please",Employed for wages,Audit associate,Professional degree,"Therapy, join clubs/socual clubs/meet ups"
5/22/2016 17:04:12,No,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,2,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Military,2nd lieutenant,Master?€?s degree,"Joined a gym/go to the gym, Therapy"
5/22/2016 17:10:01,No,Male,Straight,21,"$20,000 to $29,999",Asian,Normal weight,Yes,No,No,9,No,Yes,"wingman/wingwoman, Set me up with a date",Employed for wages,Not Disclosing This,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/22/2016 17:44:58,Yes,Male,Bisexual,24,$0,White and Native American,Obese,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",Out of work but not currently looking for work,None,"Some high school, no diploma","Other exercise, None"
5/22/2016 19:01:53,No,Male,Straight,22,$0,White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,I don't want help,Out of work but not currently looking for work,n/a,"Some college, no degree",None
5/22/2016 19:04:07,No,Female,Straight,17,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,No,10,No,Yes,I don't want help,A student,Waitress,"Some high school, no diploma","Other exercise, Losing weight"
5/22/2016 19:51:39,No,Male,Bisexual,34,"$100,000 to $124,999",White non-Hispanic,Obese,No,No,Yes but I haven't,2,Yes,Yes,I don't want help,Employed for wages,Software Developer,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/22/2016 20:00:12,Yes,Male,Bisexual,26,"$1 to $10,000","First two answers. Gender is androgyne, not male; sexuality is asexual, not bi.",Normal weight,No,No,No,0,Yes,Yes,I don't want help,Self-employed,artist,Bachelor?€?s degree,"Other exercise, learn new skills"
5/22/2016 22:21:42,No,Male,Straight,27,"$50,000 to $74,999",White non-Hispanic,Obese,Yes,No,No,1,Yes,Yes,I don't want help,A student,Auditor,Master?€?s degree,Other exercise
5/22/2016 22:24:26,No,Male,Straight,19,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,3,Yes,Yes,I don't want help,Out of work but not currently looking for work,Unemployed,"Some high school, no diploma",None
5/23/2016 3:16:33,No,Male,Straight,15,$0,White non-Hispanic,Underweight,Yes,No,Yes but I haven't,1,Yes,Yes,I don't want help,Out of work but not currently looking for work,Why is this obligatory?,"Some high school, no diploma",None
5/23/2016 3:27:01,No,Male,Straight,31,"$1 to $10,000",White non-Hispanic,Normal weight,No,No,No,0,No,Yes,I don't want help,Self-employed,Software developer,"Some college, no degree",Other exercise
5/23/2016 3:34:05,Yes,Male,Straight,17,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,No,3,Yes,Yes,I don't want help,A student,High School Senior,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, join clubs/socual clubs/meet ups"
